Name,Affiliations,Affiliation Score
Unidentified_Purkoll_citizen,Galactic Empire,-1.0
Unidentified_Pyke,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Quarren_boatman,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Quarren_boatmans_brother,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Quarren_soldier,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Quarren_trawler,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Queen_of_Ktathatn,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Ranat_bounty_hunter_(Lothal),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_Alliance_commander,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_Alliance_general,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_Alliance_pilot_(Jamiri),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_rebel_crewman,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_major_(Pauan),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_MP,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_pilot_(Liberator),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_rebel_spy,"['Galactic Empire', 'Stormtrooper Corps', 'Kingdom of Shu-Torun']",-1.0
Unidentified_Rebel_technician_(Phoenix_Home),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_transport_captain,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_rebel_trooper,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_rebel_trooper_(Chopper_Base),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_trooper_(Phoenix_Nest),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rebel_trooper_(Red_Four),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_red-scarved_man,Gideon's Imperial remnant,-1.0
Unidentified_Resistance_member,"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Resolute_navigation_officer_(Battle_of_Ryloth),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rodian_(Caraveg),"['Galactic Empire', 'Stormtrooper Corps']",-1.0
Unidentified_Rodian_(Grummgars_associate),"['Galactic Empire', 'Stormtrooper Corps', ""Gratloe's faction""]",-1.0
Unidentified_Rodian_(Leoxo),"['Galactic Empire', 'Stormtrooper Corps', 'Lothal garrisonref name=""RB"" /']",-0.6666666666666666
Unidentified_Rodian_(Shrikes),[],
Unidentified_Rodian_cyborg,[],
Unidentified_Rodian_fruit_vendor,Crymorah-backed pirates,0.0
Unidentified_Rodian_Jedi_youngling,[],
Unidentified_Rodian_merchant,Alliance to Restore the Republic,1.0
Unidentified_Rodian_shopkeeper_(Lothal),"['New Mandalorians', 'Sundari Mandalorian school']",0.5
Unidentified_Rothkahar_philosopher,Alliance to Restore the Republic,1.0
Unidentified_Royal_Imperial_Academy_instructor,[],
Unidentified_Sakiyan_cargo_hauler,[],
Unidentified_Sakiyan_posting_agent,"['Galactic Republic', 'Galactic Senate']",1.0
Unidentified_scout_trooper_(Ryloth),[],
Unidentified_senator_(Julen_Rakab),[],
Unidentified_senator_(Urce_sector),[],
Unidentified_senators_daughter,Alliance to Restore the Republic,1.0
Unidentified_sheffi,[],
Unidentified_Shield_Gate_officer,Pyke Syndicate,-1.0
Unidentified_shoretrooper_squad_leader,"['New Republic', 'Galactic Senate']",1.0
Unidentified_Shosho_Outpost_staff_member,[],
Unidentified_shuttle_copilot,[],
Unidentified_shuttle_pilot,[],
Unidentified_slave_girl,Cylo Directive,-1.0
Unidentified_slicer_(Collective),Bounty Hunters' Guild,0.0
Unidentified_Small_Craft_Flight_flight_commander,[],
Unidentified_Snivvian_commentator,[],
Unidentified_snowtrooper_captain,[],
Unidentified_Spalex_native,[],
Unidentified_stealth_clone_pilot,Pyke Syndicate,-1.0
Unidentified_stormtrooper_(Brighthome),Actlyon cantina,0.0
Unidentified_Stormtrooper_(Cargo_transport_241),"['Resistance', 'Resistance navy']",1.0
Unidentified_stormtrooper_(Dantooine),[],
Unidentified_Stormtrooper_(Empire_Day),[],
Unidentified_stormtrooper_(Imperial_Refinery),[],
Unidentified_stormtrooper_(Jeosyn),Unidentified gladiatorial arena,0.0
Unidentified_stormtrooper_(Kessel),[],
Unidentified_stormtrooper_(Level_1997),[],
Unidentified_stormtrooper_(Lothal),[],
Unidentified_stormtrooper_(Lystes_ship),"['Jedi Order', 'Galactic Empire', 'Inquisitorius']",-0.3333333333333333
Unidentified_Stormtrooper_(Montross),[],
Unidentified_stormtrooper_(Mos_Eisley),Crymorah-backed pirates,0.0
Unidentified_Stormtrooper_1_(Freighter_2716),[],
Unidentified_Stormtrooper_1_(Imperial_Armory_Complex),[],
Unidentified_Stormtrooper_1_(Imperial_Complex),[],
Unidentified_Stormtrooper_2_(Imperial_Complex),[],
Unidentified_Stormtrooper_3_(Imperial_Complex),[],
Unidentified_stormtrooper_captain,Yasto Attsmun,0.0
Unidentified_Stormtrooper_Commander_(Crawler_413-24),"['Galactic Republic', 'Red Company']",1.0
Unidentified_Stormtrooper_Commander_(Imperial_Armory_Complex),Vak art gallery,0.0
Unidentified_Stormtrooper_Commander_(Imperial_Complex),[],
Unidentified_Stormtrooper_Commander_(Lothal_Capital_City),[],
Unidentified_stormtrooper_commander_(Lothal),[],
Unidentified_Stormtrooper_Commander_(PM-1203),Cosmatanic Steppes bar,0.0
Unidentified_stormtrooper_commander_(Tython),Unidentified wampa's clan,0.0
Unidentified_stormtrooper_corporal,[],
Unidentified_stormtrooper_searcher,[],
Unidentified_stormtrooper_sergeant,Ohnaka Gang,0.0
Unidentified_stormtrooper_sergeant_(Gratloe),Ohnaka Gang,0.0
Unidentified_stormtrooper_squad_leader,Ohnaka Gang,0.0
Unidentified_student,Ohnaka Gang,0.0
Unidentified_Sullustan_(Boba_Fett),[],
Unidentified_Sullustan_(pirate_base),Ohnaka Gang,0.0
Unidentified_Sullustan_farmer,"['Ohnaka Gang', 'Jiro', 'Darth Maul and Savage Opress']",-0.6666666666666666
Unidentified_Sullustan_Rebel_technician,Ohnaka Gang,0.0
Unidentified_Sundari_school_superintendent,[],
Unidentified_Sunspot_Prison_warden,Mos Pelgo,0.0
Unidentified_TahNuhnan_leader,[],
Unidentified_Talz_smuggler,[],
Unidentified_Targappian_senator,[],
Unidentified_Tarinna,[],
Unidentified_Tatooine_elder,[],
Unidentified_tavern-keeper,Ne'eda's Stalwarts,0.0
Unidentified_Theelin_(Freighter_2716),[],
Unidentified_Togruta_child,Xonti Brothers,0.0
Unidentified_Toong_worker,Xonti Brothers,0.0
Unidentified_Torphlusian_senator,[],
Unidentified_Toydarian_merchant,[],
Unidentified_Toydarian_woman,Unidentified bar,0.0
Unidentified_train_driver,Unidentified bar,0.0
Unidentified_Trandoshan_(Cylo-Vs_warrior),Coruscant Hotel and Casino,0.0
Unidentified_Trandoshan_bounty_hunter_(Nevarro),[],
Unidentified_Trandoshan_heavy,[],
Unidentified_Trandoshan_hunter_(Kashyyyk),[],
Unidentified_Trandoshan_hunter_(Krystar),Jedi Order,1.0
Unidentified_Trandoshan_leader,Zerpen Industries,0.0
Unidentified_Trandoshan_manager,[],
Unidentified_Trandoshan_waitress,[],
Unidentified_transport_pilot,Zualjinn Syndicate,0.0
Unidentified_Trianii_debutante,Frangawl Cult,0.0
Unidentified_Tusken_Raider_(destroyed_village),[],
Unidentified_Twilek_(Ord_Mantell),Gwarm's gang,0.0
Unidentified_Twilek_bookie,[],
Unidentified_Twilek_child_(Coruscant),[],
Unidentified_Twilek_child_(Onderon),Unkar's thugs,0.0
Unidentified_Twilek_doorman,[],
Unidentified_Twilek_Inquisitor,[],
Unidentified_Twilek_male_(Cyrkon),"['New Republic', 'New Republic Defense Fleet']",1.0
Unidentified_Twilek_pirate,"['Resistance', 'Exegol air team']",1.0
Unidentified_Twilek_slave_(Bib_Fortuna),Anklebiter Brigade,1.0
Unidentified_Twileks_father,[],
Unidentified_Ugnaught_salesman,[],
Unidentified_Ugnaught_scrap_merchant,"['Death Watch', 'Mandalore resistance', 'Nite Owls', 'Galactic Empire', 'Mandalorian resistance']",0.2
Unidentified_Ugnaught_vendor,Confederacy of Independent Systems,0.0
Unidentified_Undisputed_Victor_guard,"['Mon Cala monarchy', 'Mon Cala Mercantile Fleet', 'Galactic Empire', 'Alliance to Restore the Republic']",0.5
Unidentified_unit_commander,Trade Federation,0.0
Unidentified_Vak_curator,"['Knights of Ren', 'First Order']",-1.0
Unidentified_Verpine_smuggler,"['Resistance', 'Resistance navy', 'Resistance High Command']",1.0
Unidentified_villager,Kallidahin curators,0.0
Unidentified_Vurk_(Chass_na_Chadic),[],
Unidentified_Vurk_bartender,[],
Unidentified_wampa,"['Scyre', 'First Order']",-0.5
Unidentified_wampas_clan,"['Melodic Order', 'House of Organa']",1.0
Unidentified_Weequay_(Ankhural),"['Galactic Republic', 'Republic Futures Program', 'Galactic Empire', 'Kyber crystal research team']",0.0
Unidentified_Weequay_(Chass_na_Chadic),[],
Unidentified_Weequay_pirate_(Crucible),"['Chiss Ascendancy', 'Chiss Expansionary Defense Fleet', 'Sky-walker corps']",0.3333333333333333
Unidentified_Weequay_pirate_(dining_hall),"['First Order', 'First Order military']",-1.0
Unidentified_Weequay_pirate_(Felucia),Uprising,1.0
Unidentified_Weequay_pirate_(Florrum),"['Crimson Dawn', ""Beckett's gang""]",-0.5
Unidentified_Weequay_pirate_(Gigor),[],
Unidentified_Weequay_pirate_(Moshi_Bar),Scyre,0.0
Unidentified_Weequay_pirate_2,Galactic Empire,-1.0
Unidentified_Weequay_pirate_with_goggles,Valarian's gang,0.0
Unidentified_Weequay_prisoner,"['Galactic Empire', ""Valco Pandion's fleet"", 'Imperial Future Council']",-1.0
Unidentified_Weequay_proprietor,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Unidentified_Wookiee_(Ktathatn),"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps', ""Kenner Loring's faction""]",-1.0
Unidentified_Wookiee_agent,"['First Order', 'Warbird gang']",-0.5
Unidentified_Wookiee_bartender,"['Galactic Empire', ""Valin Hess's division"", 'Morak Imperial remnants']",-1.0
Unidentified_Wookiee_bounty_hunter_(Jabbas_Palace),[],
Unidentified_Wookiee_infant,[],
Unidentified_Wookiee_Stalwart,[],
Unidentified_Xendekian,[],
Unidentified_Xonti_brother_1,[],
Unidentified_Xonti_brother_2,"['Alliance to Restore the Republic', 'Massassi Group', 'Alliance High Command', 'Delta Group']",1.0
Unidentified_Yalbec_queen,"['Galactic Empire', 'Sith Order', 'Acolytes of the Beyond']",-1.0
Unidentified_Zabrak_(Kes_Dameron),"['Alliance to Restore the Republic', 'Tierfon Yellow Aces', 'Blue Squadron']",1.0
Unidentified_Zabrak_bartender,"['Galactic Empire', ""Imperial Navy's officer corps"", '204th Imperial Fighter Wing']",-1.0
Unidentified_Zabrak_bartenders_father,"['Vanto family shipping company', 'Galactic Empire', 'Royal Imperial Academy', 'Imperial Officer Corps', 'Ninety-Sixth Task Force', 'Chiss Ascendancy', 'Chiss Expansionary Defense Fleet']",-0.7142857142857143
Unidentified_Zabrak_Eclipse_dealer,[],
Unidentified_Zabrak_fighter,Dok-Ondar's Den of Antiquities,0.0
Unidentified_Zabrak_smuggler,"['New Republic', 'Populists']",0.5
Unidentified_Zeltron,"['ParSec', 'Galactic Empire', ""Imperial Navy's officer corps"", 'Titan Squadron']",-0.75
Unidentified_Zeltron_youngling,[],
Unidentified_Zerpen_Industries_representative,"['Galactic Empire', 'Imperial Navy']",-1.0
Unidentified_Zillo_Beast,Raada resistance,1.0
Unidentified_Zillo_Beast_(Benathy),"['Galactic Empire', 'Imperial Senate', 'Alliance to Restore the Republic', 'Alliance Civil Government', 'Alliance High Command']",0.2
Unidentified_Zualjinn_leader,[],
Unidentified_Zygerrian_cultist_ally,Resistance,1.0
Unidentified_Zygerrian_overseer,"['First Order', 'Stormtrooper corps']",-1.0
Unidentified_Zygerrian_pirate,"['Galactic Empire', 'Royal Imperial Academy', 'Queluhan Nebula Imperial remnant']",-1.0
Unidentified_Zygerrian_queen,Jabba Desilijic Tiure's criminal empire,-1.0
Unkajo,[],
Unkar_Plutt,"['Alliance to Restore the Republic', 'Alliance High Command']",1.0
Untabros_Munkh,[],
Ur_Ur,"['Chiss Ascendancy', 'Chiss Expansionary Defense Fleet']",0.0
Uray,[],
Urcos_Furdam,Jabba Desilijic Tiure's criminal empire,-1.0
Urk_Glar,"['Jahen clan', 'Gagic Alliance', 'Galactic Republic', 'Republic administration corps']",0.5
Urma_Athantras,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Uro_(Aqualish),San Tekka clan,1.0
Ursa_Wren,Gillanium Syndicate,0.0
Urshe_Torr,"['Alliance to Restore the Republic', 'Resistance', 'Jade Squadron']",1.0
Urtya_(Mon_Calamari),"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Usan_Ollin,[],
Ushar,"['Tagge family', ""Tagge's mercenaries""]",0.0
Ushos_O._Statura,Old Mandalorians,0.0
Utani_Xane,"['Death Watch', 'Shadow Collective']",-1.0
Utonk_Hid,"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Uttersond,"['Galactic Empire', 'Imperial Ruling Council']",-1.0
UV-8855,"['First Wavers', 'Ree family']",0.0
Uwa_Pareece,Galactic Empire,-1.0
Uyohn,Ferren Barr's disciples,1.0
Vadoo,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Vahnya,Canto Bight racetrack,0.0
Vaid_Bloodfil,Jedi Order,1.0
Vakk,[],
Val,"['Galactic Empire', 'Royal Imperial Academy', 'Imperial Security Bureau', 'Coalition for Progress', 'Imperial Officer Corps', 'Black Squadron', 'Inferno Squad', 'Dreamers', 'Alliance to Restore the Republic', 'Danger Squadron', 'New Republic', 'Inferno Squad', 'Resistance', 'Inferno Squad', 'Dross Squadron']",-0.2
Vals_father,"['Royal House of Naboo', 'Naboo Royal Handmaidens', 'Galactic Republic']",0.6666666666666666
Vala_(Scyre),Royal House of Naboo,0.0
Valance_family,"['Galactic Empire', 'Imperial Officer Corps', 'Imperial Starfighter Corps']",-1.0
Valarian,Canto Casino and Racetrack,0.0
Valco_Pandion,"['Jedi Order', 'Jedi High Council']",1.0
Valen_Rudor,Alliance to Restore the Republic,1.0
Valent,Resistance,1.0
Valik,[],
Valin_Hess,[],
Valis_of_Kuhlvult,"['Knights of Ren', 'First Order']",-1.0
Valoss,[],
Valwid_Ined,"['Alliance to Restore the Republic', '61st Mobile Infantry', 'New Republic', '61st Mobile Infantry']",1.0
Vamasto_Maja,"['Galactic Empire', 'Imperial Military', 'Imperial Officer Corps']",-1.0
Vanbec_Recliva,Spice Runners of Kijimi,0.0
Vanden_Willard,"['Resistance', 'Team Colossus']",1.0
Vaneé,[],
Vangos_Grek,"[""Egg-Brood Xazin'nizar"", 'Sovereign Latitudes of Maracavanya']",0.0
Vann_Bragheer,Confederacy of Independent Systems,0.0
Vanto_family,"['Galactic Empire', ""Kimmund's unit""]",-1.0
Vap_Tomulus,[],
Varg,House of Organa,1.0
Varish_Vicly,"['Nightbrothers', 'Shadow Collective']",-1.0
Varko_Grey,Galactic Republic,1.0
Varmik,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps', ""Visler Korda's faction""]",-1.0
Varnillian,[],
Vartan,[],
Vasp_Vaspar,Jabba Desilijic Tiure's criminal empire,-1.0
Vaux,"['Galactic Empire', 'Imperial Starfighter Corps']",-1.0
Vazzet_Dipterz,"['Magrody Institute of Programmable Intelligence', 'Galactic Empire', 'Kyber crystal research team']",-0.3333333333333333
VC-2123,"['Resistance', 'Ground Logistics Division']",1.0
Ved_Foslo,Jedi Order,1.0
Vedain,"['Confederacy of Independent Systems', 'War Faction', 'Corporate Alliance']",0.0
Vee,"['Alliance to Restore the Republic', 'Alliance Fleet']",1.0
Veertag,Creature Stall,0.0
Velai,Kanjiklub,-1.0
Velbb,Red Key Raiders,0.0
Velek,Galactic Empire,-1.0
Velken_Tezeri,[],
Velko_Jahen,Ivax Syndicate,0.0
Vell_Brank,"['Alliance to Restore the Republic', 'Massassi Group', 'New Republic', 'Resistance']",1.0
Vellis_San_Tekka,[],
Venga_Liss,Cad Bane's group,0.0
Venisa_Doza,"['Chiss Ascendancy', 'Chiss Expansionary Defense Fleet']",0.0
Venk,[],
Venta,Jedi Order,1.0
Venters,"['Galactic Empire', ""Imperial Navy's officer corps""]",-1.0
Vera_Beroya,"['Alliance to Restore the Republic', 'The Smuggler']",1.0
Veraslayn_Kast,"['Galactic Empire', 'Imperial Officer Corps']",-1.0
Verette,Krim,0.0
Verge,Vranki's Hotel and Casino,0.0
Verine_Ree,First Order,-1.0
Veris_Hydan,Arratu Station,0.0
Verla,"['Galactic Empire', 'Mrinzebon garrison']",-1.0
Vermeil,Unbroken Clan,-1.0
Vermilion,"[""Chelli Lona Aphra's crew"", 'Galactic Empire', 'Alliance to Restore the Republic']",-0.3333333333333333
Vernestra_Rwoh,[],
Vernestra_Rwohs_family_group,[],
Versio_family,[],
Versé,"['Galactic Empire', ""Imperial Navy's officer corps"", 'Skystrike Academy', 'Defender Squadron One']",-1.0
Veruna,Vurrsk's tribe,0.0
Vessery,"['Kage Warriors', 'Partisans', 'Dreamers']",0.6666666666666666
Vestry,Warbird gang,0.0
Veter,Vylip F'alma's clan,0.0
Vharn,[],
Vi_Moradi,"['Galactic Empire', ""Thrawn's guard""]",-1.0
Vi_Moradis_mother,Lurmen village,0.0
Vic_(Colossus),[],
Vicrul,[],
Viera_Creel,[],
Vifra,"['Alliance to Restore the Republic', 'Massassi Group', 'Rebel Alliance Special Forces']",1.0
Viggen,"['Alliance to Restore the Republic', 'Alliance Military']",1.0
Vigilch,Noble Court,0.0
Vilpac,[],
Vin_Gellian,Jabba Desilijic Tiure's criminal empire,-1.0
Vinthar,"['Galactic Empire', 'Black Squadron']",-1.0
Vipke,[],
Viq,Hutt Clan,0.0
Virtuous_Velocity,Vylip F'alma's clan,0.0
Visaiya,"['Galactic Empire', 'Foot Patrol 7', 'First Order', 'First Order military']",-1.0
Viscus,[],
Vishar_Koss,"['Galactic Empire', '71st GAV Battalion']",-1.0
Visler_Korda,[],
Vit_Chuto,[],
Viz_Moshara,Wookiee underground,1.0
Vizam,"['Galactic Republic', 'Republic Starfighter Corps', '104th Battalion']",1.0
Vizier_(TIE_Reaper_pilot),"['Techno Union', 'Baktoid Armor Workshop', 'Confederacy of Independent Systems', 'Separatist Council']",-0.25
Vlex_Onopin,"['Galactic Empire', 'Imperial Starfighter Corps', '7th Fleet']",-1.0
Vober_Dand,Watto's junkshop,0.0
Voe,"['Galactic Republic', '212th Attack Battalion']",1.0
Voe_Atell,Cloud-Riders,1.0
Volk_Aymeric,[],
Volt_Vescuso,[],
Volzang_Li-Thrull,"['Hutt Clan', 'Cloud-Riders']",0.5
Vommb,"['Galactic Empire', 'Alliance to Restore the Republic', 'Phoenix Squadron', 'Red Squadron', 'Rogue Squadron', 'Starlight Squadron', 'New Republic', 'Rogue Squadron', 'Phantom Squadron', 'New Republic Academy', 'Resistance', 'Corellian Team Two', 'Phantom Squadron', ""Citizens' fleet""]",0.8571428571428571
Vonreg_family,[],
Vontok,Bright Tree tribe,1.0
Voras,[],
Voren_Naal,"['First Order', 'First Order Security Bureau']",-1.0
Vorg_Alsum,Partisans,1.0
Vorhdeilo,[],
Vorlip,Dalnans,0.0
Voru,"['Galactic Empire', 'Imperial Navy', 'Imperial Officer Corps']",-1.0
Vosa_(Chadra-Fan),Anklebiter Brigade,1.0
Vosa_(Padawan),Ranc gang,-1.0
Voss_Parck,Confederacy of Independent Systems,0.0
Vowail,[],
Vrake,Alliance to Restore the Republic,1.0
Vram_(Pyke),"['Alliance to Restore the Republic', 'Red Squadron', 'Rogue Squadron']",1.0
Vranki,"['Galactic Empire', '224th Imperial Armored Division']",-1.0
Vroc_Raynshi,[],
Vrod,"['Nihil', ""Kassav's Tempest""]",-1.0
Vryant,"['Chiss Ascendancy', 'Chiss Defense Force']",0.0
Vukorah,"['Alliance to Restore the Republic', 'Gold Squadron', 'New Republic', ""Norra Wexley's team"", 'Phantom Squadron', 'New Republic Academy', 'Precision air team', 'Gallius Rax', 'Resistance', 'Black Squadron', 'Blue Squadron', 'Corellian Team Two', 'Exegol air team']",0.6923076923076923
Vulaada_Klam,Jedi Order,1.0
Vulaada_Klams_father,[],
Vulaada_Klams_mother,The Force,1.0
Vullen_Candroon,"['Kerkoidian Defense Force', 'Confederacy of Independent Systems', 'Retail Caucus', 'Separatist Droid Army']",-0.5
